dataset,accession,assembly_path,status
training,ERR223689,data/camda_amr_2025/processed/assemblies/train/ERR223689.fasta,missing
training,ERR223690,data/camda_amr_2025/processed/assemblies/train/ERR223690.fasta,missing
training,ERR223691,data/camda_amr_2025/processed/assemblies/train/ERR223691.fasta,missing
training,ERR223692,data/camda_amr_2025/processed/assemblies/train/ERR223692.fasta,missing
training,ERR223693,data/camda_amr_2025/processed/assemblies/train/ERR223693.fasta,missing
training,ERR223698,data/camda_amr_2025/processed/assemblies/train/ERR223698.fasta,missing
training,ERR2309517,data/camda_amr_2025/processed/assemblies/train/ERR2309517.fasta,missing
training,ERR2309518,data/camda_amr_2025/processed/assemblies/train/ERR2309518.fasta,missing
training,ERR2309519,data/camda_amr_2025/processed/assemblies/train/ERR2309519.fasta,missing
training,ERR2309520,data/camda_amr_2025/processed/assemblies/train/ERR2309520.fasta,missing
training,ERR2309521,data/camda_amr_2025/processed/assemblies/train/ERR2309521.fasta,missing
training,ERR2309522,data/camda_amr_2025/processed/assemblies/train/ERR2309522.fasta,missing
training,ERR2309523,data/camda_amr_2025/processed/assemblies/train/ERR2309523.fasta,missing
training,ERR2309524,data/camda_amr_2025/processed/assemblies/train/ERR2309524.fasta,missing
training,ERR2309525,data/camda_amr_2025/processed/assemblies/train/ERR2309525.fasta,missing
training,ERR2309526,data/camda_amr_2025/processed/assemblies/train/ERR2309526.fasta,missing
training,ERR2309527,data/camda_amr_2025/processed/assemblies/train/ERR2309527.fasta,missing
training,ERR2309528,data/camda_amr_2025/processed/assemblies/train/ERR2309528.fasta,missing
training,ERR2309529,data/camda_amr_2025/processed/assemblies/train/ERR2309529.fasta,missing
training,ERR2309530,data/camda_amr_2025/processed/assemblies/train/ERR2309530.fasta,missing
training,ERR2309531,data/camda_amr_2025/processed/assemblies/train/ERR2309531.fasta,missing
training,ERR2309532,data/camda_amr_2025/processed/assemblies/train/ERR2309532.fasta,missing
training,ERR2309533,data/camda_amr_2025/processed/assemblies/train/ERR2309533.fasta,missing
training,ERR2309534,data/camda_amr_2025/processed/assemblies/train/ERR2309534.fasta,missing
training,ERR2309535,data/camda_amr_2025/processed/assemblies/train/ERR2309535.fasta,missing
training,ERR2309536,data/camda_amr_2025/processed/assemblies/train/ERR2309536.fasta,missing
training,ERR2309537,data/camda_amr_2025/processed/assemblies/train/ERR2309537.fasta,missing
training,ERR2309538,data/camda_amr_2025/processed/assemblies/train/ERR2309538.fasta,missing
training,ERR2309539,data/camda_amr_2025/processed/assemblies/train/ERR2309539.fasta,missing
training,ERR2309540,data/camda_amr_2025/processed/assemblies/train/ERR2309540.fasta,missing
training,ERR2309541,data/camda_amr_2025/processed/assemblies/train/ERR2309541.fasta,missing
training,ERR2309542,data/camda_amr_2025/processed/assemblies/train/ERR2309542.fasta,missing
training,ERR2309543,data/camda_amr_2025/processed/assemblies/train/ERR2309543.fasta,missing
training,ERR2309544,data/camda_amr_2025/processed/assemblies/train/ERR2309544.fasta,missing
training,ERR2309545,data/camda_amr_2025/processed/assemblies/train/ERR2309545.fasta,missing
training,ERR2309546,data/camda_amr_2025/processed/assemblies/train/ERR2309546.fasta,missing
training,ERR2309547,data/camda_amr_2025/processed/assemblies/train/ERR2309547.fasta,missing
training,ERR2309548,data/camda_amr_2025/processed/assemblies/train/ERR2309548.fasta,missing
training,ERR2309549,data/camda_amr_2025/processed/assemblies/train/ERR2309549.fasta,missing
training,ERR2309550,data/camda_amr_2025/processed/assemblies/train/ERR2309550.fasta,missing
training,ERR2309551,data/camda_amr_2025/processed/assemblies/train/ERR2309551.fasta,missing
training,ERR2309552,data/camda_amr_2025/processed/assemblies/train/ERR2309552.fasta,missing
training,ERR2309553,data/camda_amr_2025/processed/assemblies/train/ERR2309553.fasta,missing
training,ERR2309554,data/camda_amr_2025/processed/assemblies/train/ERR2309554.fasta,missing
training,ERR2309555,data/camda_amr_2025/processed/assemblies/train/ERR2309555.fasta,missing
training,ERR2309556,data/camda_amr_2025/processed/assemblies/train/ERR2309556.fasta,missing
training,ERR2309557,data/camda_amr_2025/processed/assemblies/train/ERR2309557.fasta,missing
training,ERR2309558,data/camda_amr_2025/processed/assemblies/train/ERR2309558.fasta,missing
training,ERR2309559,data/camda_amr_2025/processed/assemblies/train/ERR2309559.fasta,missing
training,ERR2309560,data/camda_amr_2025/processed/assemblies/train/ERR2309560.fasta,missing
training,ERR2309561,data/camda_amr_2025/processed/assemblies/train/ERR2309561.fasta,missing
training,ERR2309562,data/camda_amr_2025/processed/assemblies/train/ERR2309562.fasta,missing
training,ERR2309563,data/camda_amr_2025/processed/assemblies/train/ERR2309563.fasta,missing
training,ERR2309564,data/camda_amr_2025/processed/assemblies/train/ERR2309564.fasta,missing
training,ERR2309565,data/camda_amr_2025/processed/assemblies/train/ERR2309565.fasta,missing
training,ERR2309566,data/camda_amr_2025/processed/assemblies/train/ERR2309566.fasta,missing
training,ERR2309567,data/camda_amr_2025/processed/assemblies/train/ERR2309567.fasta,missing
training,ERR2309568,data/camda_amr_2025/processed/assemblies/train/ERR2309568.fasta,missing
training,ERR2309569,data/camda_amr_2025/processed/assemblies/train/ERR2309569.fasta,missing
training,ERR2309570,data/camda_amr_2025/processed/assemblies/train/ERR2309570.fasta,missing
training,ERR2309571,data/camda_amr_2025/processed/assemblies/train/ERR2309571.fasta,missing
training,ERR2309572,data/camda_amr_2025/processed/assemblies/train/ERR2309572.fasta,missing
training,ERR2309573,data/camda_amr_2025/processed/assemblies/train/ERR2309573.fasta,missing
training,ERR2309574,data/camda_amr_2025/processed/assemblies/train/ERR2309574.fasta,missing
training,ERR2309575,data/camda_amr_2025/processed/assemblies/train/ERR2309575.fasta,missing
training,ERR2309576,data/camda_amr_2025/processed/assemblies/train/ERR2309576.fasta,missing
training,ERR2309577,data/camda_amr_2025/processed/assemblies/train/ERR2309577.fasta,missing
training,ERR2309578,data/camda_amr_2025/processed/assemblies/train/ERR2309578.fasta,missing
training,ERR2309579,data/camda_amr_2025/processed/assemblies/train/ERR2309579.fasta,missing
training,ERR2309580,data/camda_amr_2025/processed/assemblies/train/ERR2309580.fasta,missing
training,ERR2309581,data/camda_amr_2025/processed/assemblies/train/ERR2309581.fasta,missing
training,ERR2309582,data/camda_amr_2025/processed/assemblies/train/ERR2309582.fasta,missing
training,ERR2309583,data/camda_amr_2025/processed/assemblies/train/ERR2309583.fasta,missing
training,ERR2309584,data/camda_amr_2025/processed/assemblies/train/ERR2309584.fasta,missing
training,ERR2309585,data/camda_amr_2025/processed/assemblies/train/ERR2309585.fasta,missing
training,ERR2309586,data/camda_amr_2025/processed/assemblies/train/ERR2309586.fasta,missing
training,ERR2309587,data/camda_amr_2025/processed/assemblies/train/ERR2309587.fasta,missing
training,ERR2309588,data/camda_amr_2025/processed/assemblies/train/ERR2309588.fasta,missing
training,ERR2309589,data/camda_amr_2025/processed/assemblies/train/ERR2309589.fasta,missing
training,ERR2309590,data/camda_amr_2025/processed/assemblies/train/ERR2309590.fasta,missing
training,ERR2309591,data/camda_amr_2025/processed/assemblies/train/ERR2309591.fasta,missing
training,ERR2309592,data/camda_amr_2025/processed/assemblies/train/ERR2309592.fasta,missing
training,ERR2309593,data/camda_amr_2025/processed/assemblies/train/ERR2309593.fasta,missing
training,ERR2309594,data/camda_amr_2025/processed/assemblies/train/ERR2309594.fasta,missing
training,ERR2309595,data/camda_amr_2025/processed/assemblies/train/ERR2309595.fasta,missing
training,ERR2309596,data/camda_amr_2025/processed/assemblies/train/ERR2309596.fasta,missing
training,ERR2309597,data/camda_amr_2025/processed/assemblies/train/ERR2309597.fasta,missing
training,ERR2309598,data/camda_amr_2025/processed/assemblies/train/ERR2309598.fasta,missing
training,ERR2309599,data/camda_amr_2025/processed/assemblies/train/ERR2309599.fasta,missing
training,ERR2309600,data/camda_amr_2025/processed/assemblies/train/ERR2309600.fasta,missing
training,ERR2309601,data/camda_amr_2025/processed/assemblies/train/ERR2309601.fasta,missing
training,ERR2309602,data/camda_amr_2025/processed/assemblies/train/ERR2309602.fasta,missing
training,ERR2309603,data/camda_amr_2025/processed/assemblies/train/ERR2309603.fasta,missing
training,ERR2309604,data/camda_amr_2025/processed/assemblies/train/ERR2309604.fasta,missing
training,ERR2309605,data/camda_amr_2025/processed/assemblies/train/ERR2309605.fasta,missing
training,ERR2309606,data/camda_amr_2025/processed/assemblies/train/ERR2309606.fasta,missing
training,ERR2309607,data/camda_amr_2025/processed/assemblies/train/ERR2309607.fasta,missing
training,ERR2309608,data/camda_amr_2025/processed/assemblies/train/ERR2309608.fasta,missing
training,ERR2309609,data/camda_amr_2025/processed/assemblies/train/ERR2309609.fasta,missing
training,ERR2309610,data/camda_amr_2025/processed/assemblies/train/ERR2309610.fasta,missing
training,ERR2309611,data/camda_amr_2025/processed/assemblies/train/ERR2309611.fasta,missing
training,ERR2309612,data/camda_amr_2025/processed/assemblies/train/ERR2309612.fasta,missing
training,ERR2309613,data/camda_amr_2025/processed/assemblies/train/ERR2309613.fasta,missing
training,ERR2309614,data/camda_amr_2025/processed/assemblies/train/ERR2309614.fasta,missing
training,ERR2309615,data/camda_amr_2025/processed/assemblies/train/ERR2309615.fasta,missing
training,ERR2540223,data/camda_amr_2025/processed/assemblies/train/ERR2540223.fasta,missing
training,ERR2540224,data/camda_amr_2025/processed/assemblies/train/ERR2540224.fasta,missing
training,ERR2580149,data/camda_amr_2025/processed/assemblies/train/ERR2580149.fasta,missing
training,ERR2580150,data/camda_amr_2025/processed/assemblies/train/ERR2580150.fasta,missing
training,ERR2580151,data/camda_amr_2025/processed/assemblies/train/ERR2580151.fasta,missing
training,ERR2580152,data/camda_amr_2025/processed/assemblies/train/ERR2580152.fasta,missing
training,ERR2580153,data/camda_amr_2025/processed/assemblies/train/ERR2580153.fasta,missing
training,ERR2580154,data/camda_amr_2025/processed/assemblies/train/ERR2580154.fasta,missing
training,ERR2580155,data/camda_amr_2025/processed/assemblies/train/ERR2580155.fasta,missing
training,ERR2580156,data/camda_amr_2025/processed/assemblies/train/ERR2580156.fasta,missing
training,ERR2580157,data/camda_amr_2025/processed/assemblies/train/ERR2580157.fasta,missing
training,ERR2580158,data/camda_amr_2025/processed/assemblies/train/ERR2580158.fasta,missing
training,ERR2580159,data/camda_amr_2025/processed/assemblies/train/ERR2580159.fasta,missing
training,ERR2580160,data/camda_amr_2025/processed/assemblies/train/ERR2580160.fasta,missing
training,ERR2580161,data/camda_amr_2025/processed/assemblies/train/ERR2580161.fasta,missing
training,ERR2580162,data/camda_amr_2025/processed/assemblies/train/ERR2580162.fasta,missing
training,ERR2580163,data/camda_amr_2025/processed/assemblies/train/ERR2580163.fasta,missing
training,ERR2580164,data/camda_amr_2025/processed/assemblies/train/ERR2580164.fasta,missing
training,ERR2580165,data/camda_amr_2025/processed/assemblies/train/ERR2580165.fasta,missing
training,ERR2580166,data/camda_amr_2025/processed/assemblies/train/ERR2580166.fasta,missing
training,ERR2580167,data/camda_amr_2025/processed/assemblies/train/ERR2580167.fasta,missing
training,ERR2580168,data/camda_amr_2025/processed/assemblies/train/ERR2580168.fasta,missing
training,ERR2580169,data/camda_amr_2025/processed/assemblies/train/ERR2580169.fasta,missing
training,ERR2580170,data/camda_amr_2025/processed/assemblies/train/ERR2580170.fasta,missing
training,ERR2580171,data/camda_amr_2025/processed/assemblies/train/ERR2580171.fasta,missing
training,ERR2580172,data/camda_amr_2025/processed/assemblies/train/ERR2580172.fasta,missing
training,ERR271785,data/camda_amr_2025/processed/assemblies/train/ERR271785.fasta,missing
training,ERR3164631,data/camda_amr_2025/processed/assemblies/train/ERR3164631.fasta,missing
training,ERR3164639,data/camda_amr_2025/processed/assemblies/train/ERR3164639.fasta,missing
training,ERR3164645,data/camda_amr_2025/processed/assemblies/train/ERR3164645.fasta,missing
training,ERR3164647,data/camda_amr_2025/processed/assemblies/train/ERR3164647.fasta,missing
training,ERR3164648,data/camda_amr_2025/processed/assemblies/train/ERR3164648.fasta,missing
training,ERR3164661,data/camda_amr_2025/processed/assemblies/train/ERR3164661.fasta,missing
training,ERR3164667,data/camda_amr_2025/processed/assemblies/train/ERR3164667.fasta,missing
training,ERR3164669,data/camda_amr_2025/processed/assemblies/train/ERR3164669.fasta,missing
training,ERR3164672,data/camda_amr_2025/processed/assemblies/train/ERR3164672.fasta,missing
training,ERR3164678,data/camda_amr_2025/processed/assemblies/train/ERR3164678.fasta,missing
training,ERR3164679,data/camda_amr_2025/processed/assemblies/train/ERR3164679.fasta,missing
training,ERR3164682,data/camda_amr_2025/processed/assemblies/train/ERR3164682.fasta,missing
training,ERR3164685,data/camda_amr_2025/processed/assemblies/train/ERR3164685.fasta,missing
training,ERR3164691,data/camda_amr_2025/processed/assemblies/train/ERR3164691.fasta,missing
training,ERR3164695,data/camda_amr_2025/processed/assemblies/train/ERR3164695.fasta,missing
training,ERR3164702,data/camda_amr_2025/processed/assemblies/train/ERR3164702.fasta,missing
training,ERR3164703,data/camda_amr_2025/processed/assemblies/train/ERR3164703.fasta,missing
training,ERR3164706,data/camda_amr_2025/processed/assemblies/train/ERR3164706.fasta,missing
training,ERR3164707,data/camda_amr_2025/processed/assemblies/train/ERR3164707.fasta,missing
training,ERR3164709,data/camda_amr_2025/processed/assemblies/train/ERR3164709.fasta,missing
training,ERR3164714,data/camda_amr_2025/processed/assemblies/train/ERR3164714.fasta,missing
training,ERR3164718,data/camda_amr_2025/processed/assemblies/train/ERR3164718.fasta,missing
training,ERR3164720,data/camda_amr_2025/processed/assemblies/train/ERR3164720.fasta,missing
training,ERR3164723,data/camda_amr_2025/processed/assemblies/train/ERR3164723.fasta,missing
training,ERR3164726,data/camda_amr_2025/processed/assemblies/train/ERR3164726.fasta,missing
training,ERR3164733,data/camda_amr_2025/processed/assemblies/train/ERR3164733.fasta,missing
training,ERR3164735,data/camda_amr_2025/processed/assemblies/train/ERR3164735.fasta,missing
training,ERR3164747,data/camda_amr_2025/processed/assemblies/train/ERR3164747.fasta,missing
training,ERR3164748,data/camda_amr_2025/processed/assemblies/train/ERR3164748.fasta,missing
training,ERR3164751,data/camda_amr_2025/processed/assemblies/train/ERR3164751.fasta,missing
training,ERR3164753,data/camda_amr_2025/processed/assemblies/train/ERR3164753.fasta,missing
training,ERR3164756,data/camda_amr_2025/processed/assemblies/train/ERR3164756.fasta,missing
training,ERR3164758,data/camda_amr_2025/processed/assemblies/train/ERR3164758.fasta,missing
training,ERR3164759,data/camda_amr_2025/processed/assemblies/train/ERR3164759.fasta,missing
training,ERR3164766,data/camda_amr_2025/processed/assemblies/train/ERR3164766.fasta,missing
training,ERR3164768,data/camda_amr_2025/processed/assemblies/train/ERR3164768.fasta,missing
training,ERR3164771,data/camda_amr_2025/processed/assemblies/train/ERR3164771.fasta,missing
training,ERR3164772,data/camda_amr_2025/processed/assemblies/train/ERR3164772.fasta,missing
training,ERR3164773,data/camda_amr_2025/processed/assemblies/train/ERR3164773.fasta,missing
training,ERR3164775,data/camda_amr_2025/processed/assemblies/train/ERR3164775.fasta,missing
training,ERR3164777,data/camda_amr_2025/processed/assemblies/train/ERR3164777.fasta,missing
training,ERR3164778,data/camda_amr_2025/processed/assemblies/train/ERR3164778.fasta,missing
training,ERR3164780,data/camda_amr_2025/processed/assemblies/train/ERR3164780.fasta,missing
training,ERR3449876,data/camda_amr_2025/processed/assemblies/train/ERR3449876.fasta,missing
training,ERR3449877,data/camda_amr_2025/processed/assemblies/train/ERR3449877.fasta,missing
training,ERR3449878,data/camda_amr_2025/processed/assemblies/train/ERR3449878.fasta,missing
training,ERR3449879,data/camda_amr_2025/processed/assemblies/train/ERR3449879.fasta,missing
training,ERR3449880,data/camda_amr_2025/processed/assemblies/train/ERR3449880.fasta,missing
training,ERR3449881,data/camda_amr_2025/processed/assemblies/train/ERR3449881.fasta,missing
training,ERR3449882,data/camda_amr_2025/processed/assemblies/train/ERR3449882.fasta,missing
training,ERR3449883,data/camda_amr_2025/processed/assemblies/train/ERR3449883.fasta,missing
training,ERR3449884,data/camda_amr_2025/processed/assemblies/train/ERR3449884.fasta,missing
training,ERR3449885,data/camda_amr_2025/processed/assemblies/train/ERR3449885.fasta,missing
training,ERR3449886,data/camda_amr_2025/processed/assemblies/train/ERR3449886.fasta,missing
training,ERR3449887,data/camda_amr_2025/processed/assemblies/train/ERR3449887.fasta,missing
training,ERR349887,data/camda_amr_2025/processed/assemblies/train/ERR349887.fasta,missing
training,ERR349889,data/camda_amr_2025/processed/assemblies/train/ERR349889.fasta,missing
training,ERR349891,data/camda_amr_2025/processed/assemblies/train/ERR349891.fasta,missing
training,ERR349897,data/camda_amr_2025/processed/assemblies/train/ERR349897.fasta,missing
training,ERR349903,data/camda_amr_2025/processed/assemblies/train/ERR349903.fasta,missing
training,ERR349904,data/camda_amr_2025/processed/assemblies/train/ERR349904.fasta,missing
training,ERR349906,data/camda_amr_2025/processed/assemblies/train/ERR349906.fasta,missing
training,ERR349910,data/camda_amr_2025/processed/assemblies/train/ERR349910.fasta,missing
training,ERR349911,data/camda_amr_2025/processed/assemblies/train/ERR349911.fasta,missing
training,ERR349912,data/camda_amr_2025/processed/assemblies/train/ERR349912.fasta,missing
training,ERR349913,data/camda_amr_2025/processed/assemblies/train/ERR349913.fasta,missing
training,ERR349914,data/camda_amr_2025/processed/assemblies/train/ERR349914.fasta,missing
training,ERR349915,data/camda_amr_2025/processed/assemblies/train/ERR349915.fasta,missing
training,ERR349918,data/camda_amr_2025/processed/assemblies/train/ERR349918.fasta,missing
training,ERR349920,data/camda_amr_2025/processed/assemblies/train/ERR349920.fasta,missing
training,ERR349921,data/camda_amr_2025/processed/assemblies/train/ERR349921.fasta,missing
training,ERR349922,data/camda_amr_2025/processed/assemblies/train/ERR349922.fasta,missing
training,ERR349924,data/camda_amr_2025/processed/assemblies/train/ERR349924.fasta,missing
training,ERR349928,data/camda_amr_2025/processed/assemblies/train/ERR349928.fasta,missing
training,ERR349933,data/camda_amr_2025/processed/assemblies/train/ERR349933.fasta,missing
training,ERR349934,data/camda_amr_2025/processed/assemblies/train/ERR349934.fasta,missing
training,ERR349936,data/camda_amr_2025/processed/assemblies/train/ERR349936.fasta,missing
training,ERR349938,data/camda_amr_2025/processed/assemblies/train/ERR349938.fasta,missing
training,ERR349943,data/camda_amr_2025/processed/assemblies/train/ERR349943.fasta,missing
training,ERR349959,data/camda_amr_2025/processed/assemblies/train/ERR349959.fasta,missing
training,ERR349961,data/camda_amr_2025/processed/assemblies/train/ERR349961.fasta,missing
training,ERR349964,data/camda_amr_2025/processed/assemblies/train/ERR349964.fasta,missing
training,ERR349965,data/camda_amr_2025/processed/assemblies/train/ERR349965.fasta,missing
training,ERR349968,data/camda_amr_2025/processed/assemblies/train/ERR349968.fasta,missing
training,ERR349970,data/camda_amr_2025/processed/assemblies/train/ERR349970.fasta,missing
training,ERR349973,data/camda_amr_2025/processed/assemblies/train/ERR349973.fasta,missing
training,ERR349985,data/camda_amr_2025/processed/assemblies/train/ERR349985.fasta,missing
training,ERR349986,data/camda_amr_2025/processed/assemblies/train/ERR349986.fasta,missing
training,ERR349988,data/camda_amr_2025/processed/assemblies/train/ERR349988.fasta,missing
training,ERR349990,data/camda_amr_2025/processed/assemblies/train/ERR349990.fasta,missing
training,ERR349991,data/camda_amr_2025/processed/assemblies/train/ERR349991.fasta,missing
training,ERR349994,data/camda_amr_2025/processed/assemblies/train/ERR349994.fasta,missing
training,ERR349996,data/camda_amr_2025/processed/assemblies/train/ERR349996.fasta,missing
training,ERR349998,data/camda_amr_2025/processed/assemblies/train/ERR349998.fasta,missing
training,ERR350001,data/camda_amr_2025/processed/assemblies/train/ERR350001.fasta,missing
training,ERR350002,data/camda_amr_2025/processed/assemblies/train/ERR350002.fasta,missing
training,ERR350003,data/camda_amr_2025/processed/assemblies/train/ERR350003.fasta,missing
training,ERR350006,data/camda_amr_2025/processed/assemblies/train/ERR350006.fasta,missing
training,ERR350007,data/camda_amr_2025/processed/assemblies/train/ERR350007.fasta,missing
training,ERR350011,data/camda_amr_2025/processed/assemblies/train/ERR350011.fasta,missing
training,ERR350014,data/camda_amr_2025/processed/assemblies/train/ERR350014.fasta,missing
training,ERR350015,data/camda_amr_2025/processed/assemblies/train/ERR350015.fasta,missing
training,ERR350019,data/camda_amr_2025/processed/assemblies/train/ERR350019.fasta,missing
training,ERR350022,data/camda_amr_2025/processed/assemblies/train/ERR350022.fasta,missing
training,ERR350023,data/camda_amr_2025/processed/assemblies/train/ERR350023.fasta,missing
training,ERR350027,data/camda_amr_2025/processed/assemblies/train/ERR350027.fasta,missing
training,ERR350028,data/camda_amr_2025/processed/assemblies/train/ERR350028.fasta,missing
training,ERR350030,data/camda_amr_2025/processed/assemblies/train/ERR350030.fasta,missing
training,ERR350031,data/camda_amr_2025/processed/assemblies/train/ERR350031.fasta,missing
training,ERR350032,data/camda_amr_2025/processed/assemblies/train/ERR350032.fasta,missing
training,ERR350033,data/camda_amr_2025/processed/assemblies/train/ERR350033.fasta,missing
training,ERR350034,data/camda_amr_2025/processed/assemblies/train/ERR350034.fasta,missing
training,ERR350037,data/camda_amr_2025/processed/assemblies/train/ERR350037.fasta,missing
training,ERR350038,data/camda_amr_2025/processed/assemblies/train/ERR350038.fasta,missing
training,ERR350040,data/camda_amr_2025/processed/assemblies/train/ERR350040.fasta,missing
training,ERR350041,data/camda_amr_2025/processed/assemblies/train/ERR350041.fasta,missing
training,ERR350042,data/camda_amr_2025/processed/assemblies/train/ERR350042.fasta,missing
training,ERR350043,data/camda_amr_2025/processed/assemblies/train/ERR350043.fasta,missing
training,ERR350046,data/camda_amr_2025/processed/assemblies/train/ERR350046.fasta,missing
training,ERR350051,data/camda_amr_2025/processed/assemblies/train/ERR350051.fasta,missing
training,ERR350055,data/camda_amr_2025/processed/assemblies/train/ERR350055.fasta,missing
training,ERR350057,data/camda_amr_2025/processed/assemblies/train/ERR350057.fasta,missing
training,ERR350060,data/camda_amr_2025/processed/assemblies/train/ERR350060.fasta,missing
training,ERR350067,data/camda_amr_2025/processed/assemblies/train/ERR350067.fasta,missing
training,ERR350068,data/camda_amr_2025/processed/assemblies/train/ERR350068.fasta,missing
training,ERR352666,data/camda_amr_2025/processed/assemblies/train/ERR352666.fasta,missing
training,ERR352670,data/camda_amr_2025/processed/assemblies/train/ERR352670.fasta,missing
training,ERR352686,data/camda_amr_2025/processed/assemblies/train/ERR352686.fasta,missing
training,ERR352694,data/camda_amr_2025/processed/assemblies/train/ERR352694.fasta,missing
training,ERR352698,data/camda_amr_2025/processed/assemblies/train/ERR352698.fasta,missing
training,ERR352708,data/camda_amr_2025/processed/assemblies/train/ERR352708.fasta,missing
training,ERR352724,data/camda_amr_2025/processed/assemblies/train/ERR352724.fasta,missing
training,ERR352732,data/camda_amr_2025/processed/assemblies/train/ERR352732.fasta,missing
training,ERR352734,data/camda_amr_2025/processed/assemblies/train/ERR352734.fasta,missing
training,ERR352736,data/camda_amr_2025/processed/assemblies/train/ERR352736.fasta,missing
training,ERR352738,data/camda_amr_2025/processed/assemblies/train/ERR352738.fasta,missing
training,ERR352741,data/camda_amr_2025/processed/assemblies/train/ERR352741.fasta,missing
training,ERR352745,data/camda_amr_2025/processed/assemblies/train/ERR352745.fasta,missing
training,ERR352749,data/camda_amr_2025/processed/assemblies/train/ERR352749.fasta,missing
training,ERR352753,data/camda_amr_2025/processed/assemblies/train/ERR352753.fasta,missing
training,ERR352755,data/camda_amr_2025/processed/assemblies/train/ERR352755.fasta,missing
training,ERR352759,data/camda_amr_2025/processed/assemblies/train/ERR352759.fasta,missing
training,ERR352767,data/camda_amr_2025/processed/assemblies/train/ERR352767.fasta,missing
training,ERR352769,data/camda_amr_2025/processed/assemblies/train/ERR352769.fasta,missing
training,ERR352771,data/camda_amr_2025/processed/assemblies/train/ERR352771.fasta,missing
training,ERR352786,data/camda_amr_2025/processed/assemblies/train/ERR352786.fasta,missing
training,ERR352792,data/camda_amr_2025/processed/assemblies/train/ERR352792.fasta,missing
training,ERR352801,data/camda_amr_2025/processed/assemblies/train/ERR352801.fasta,missing
training,ERR352811,data/camda_amr_2025/processed/assemblies/train/ERR352811.fasta,missing
training,ERR352813,data/camda_amr_2025/processed/assemblies/train/ERR352813.fasta,missing
training,ERR352817,data/camda_amr_2025/processed/assemblies/train/ERR352817.fasta,missing
training,ERR352821,data/camda_amr_2025/processed/assemblies/train/ERR352821.fasta,missing
training,ERR363580,data/camda_amr_2025/processed/assemblies/train/ERR363580.fasta,missing
training,ERR363581,data/camda_amr_2025/processed/assemblies/train/ERR363581.fasta,missing
training,ERR363584,data/camda_amr_2025/processed/assemblies/train/ERR363584.fasta,missing
training,ERR363586,data/camda_amr_2025/processed/assemblies/train/ERR363586.fasta,missing
training,ERR363587,data/camda_amr_2025/processed/assemblies/train/ERR363587.fasta,missing
training,ERR363588,data/camda_amr_2025/processed/assemblies/train/ERR363588.fasta,missing
training,ERR363589,data/camda_amr_2025/processed/assemblies/train/ERR363589.fasta,missing
training,ERR363591,data/camda_amr_2025/processed/assemblies/train/ERR363591.fasta,missing
training,ERR363592,data/camda_amr_2025/processed/assemblies/train/ERR363592.fasta,missing
training,ERR363593,data/camda_amr_2025/processed/assemblies/train/ERR363593.fasta,missing
training,ERR363594,data/camda_amr_2025/processed/assemblies/train/ERR363594.fasta,missing
training,ERR363597,data/camda_amr_2025/processed/assemblies/train/ERR363597.fasta,missing
training,ERR363599,data/camda_amr_2025/processed/assemblies/train/ERR363599.fasta,missing
training,ERR363600,data/camda_amr_2025/processed/assemblies/train/ERR363600.fasta,missing
training,ERR363602,data/camda_amr_2025/processed/assemblies/train/ERR363602.fasta,missing
training,ERR363605,data/camda_amr_2025/processed/assemblies/train/ERR363605.fasta,missing
training,ERR363610,data/camda_amr_2025/processed/assemblies/train/ERR363610.fasta,missing
training,ERR363612,data/camda_amr_2025/processed/assemblies/train/ERR363612.fasta,missing
training,ERR363613,data/camda_amr_2025/processed/assemblies/train/ERR363613.fasta,missing
training,ERR363614,data/camda_amr_2025/processed/assemblies/train/ERR363614.fasta,missing
training,ERR363621,data/camda_amr_2025/processed/assemblies/train/ERR363621.fasta,missing
training,ERR363628,data/camda_amr_2025/processed/assemblies/train/ERR363628.fasta,missing
training,ERR363631,data/camda_amr_2025/processed/assemblies/train/ERR363631.fasta,missing
training,ERR363632,data/camda_amr_2025/processed/assemblies/train/ERR363632.fasta,missing
training,ERR363633,data/camda_amr_2025/processed/assemblies/train/ERR363633.fasta,missing
training,ERR363636,data/camda_amr_2025/processed/assemblies/train/ERR363636.fasta,missing
training,ERR363637,data/camda_amr_2025/processed/assemblies/train/ERR363637.fasta,missing
training,ERR363639,data/camda_amr_2025/processed/assemblies/train/ERR363639.fasta,missing
training,ERR363644,data/camda_amr_2025/processed/assemblies/train/ERR363644.fasta,missing
training,ERR363646,data/camda_amr_2025/processed/assemblies/train/ERR363646.fasta,missing
training,ERR363647,data/camda_amr_2025/processed/assemblies/train/ERR363647.fasta,missing
training,ERR363649,data/camda_amr_2025/processed/assemblies/train/ERR363649.fasta,missing
training,ERR363650,data/camda_amr_2025/processed/assemblies/train/ERR363650.fasta,missing
training,ERR363657,data/camda_amr_2025/processed/assemblies/train/ERR363657.fasta,missing
training,ERR363660,data/camda_amr_2025/processed/assemblies/train/ERR363660.fasta,missing
training,ERR363661,data/camda_amr_2025/processed/assemblies/train/ERR363661.fasta,missing
training,ERR363662,data/camda_amr_2025/processed/assemblies/train/ERR363662.fasta,missing
training,ERR363663,data/camda_amr_2025/processed/assemblies/train/ERR363663.fasta,missing
training,ERR363664,data/camda_amr_2025/processed/assemblies/train/ERR363664.fasta,missing
training,ERR363666,data/camda_amr_2025/processed/assemblies/train/ERR363666.fasta,missing
