genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date,conflict_kind
Acinetobacter,baumannii,SRR3137587,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3137587,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3137588,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3137588,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3137589,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Cerebrospinal Fluid,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3137589,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Cerebrospinal Fluid,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152497,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152497,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,1,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,=,2,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,=,2,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,1,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3170229,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170229,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Tissue,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170231,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170231,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170231,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Tissue,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA,measurement
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Wound,USA,NA,measurement
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Wound,USA,NA,measurement
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA,measurement
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA,measurement
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA,measurement
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,8,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,8,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Tissue,USA,NA,measurement
Acinetobacter,baumannii,SRR3170243,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170243,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170255,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170255,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,NA,USA,NA,measurement
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,NA,USA,NA,measurement
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,NA,USA,NA,measurement
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,NA,USA,NA,measurement
Acinetobacter,baumannii,SRR3170589,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Respiratory,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170589,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Respiratory,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170590,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170590,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170590,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170592,Resistant,CAZ,NA,32,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170592,Resistant,CAZ,NA,32,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170592,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170593,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170593,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170596,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170596,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170596,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170597,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170597,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170597,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170597,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170608,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170608,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170608,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Sterile Body Site,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170609,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Respiratory,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170609,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Respiratory,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,8,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,8,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170735,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170735,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170735,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170736,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170736,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170738,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170738,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170772,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170772,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170773,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170773,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA,measurement
Acinetobacter,baumannii,SRR3170777,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170777,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170777,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170783,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170783,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170783,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170783,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170784,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170784,Susceptible,CAZ,=,8,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170784,Resistant,CAZ,NA,32,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170784,Resistant,CAZ,NA,32,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,phenotype;measurement
Acinetobacter,baumannii,SRR3170785,Susceptible,CAZ,=,8,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170785,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA,measurement
Acinetobacter,baumannii,SRR3170785,Susceptible,CAZ,=,4,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Surveillance,USA,NA,measurement
Salmonella,enterica,SRR3295665,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Hogs,USA,NA,measurement
Salmonella,enterica,SRR3295665,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,30333126,Hogs,USA,NA,measurement
Salmonella,enterica,SRR3295772,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Beef Cattle,USA,NA,measurement
Salmonella,enterica,SRR3295772,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,30333126,Beef Cattle,USA,NA,measurement
Salmonella,enterica,SRR3295896,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Hogs,USA,NA,measurement
Salmonella,enterica,SRR3295896,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,30333126,Hogs,USA,NA,measurement
Salmonella,enterica,SRR3664630,Resistant,GEN,NA,8,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA,phenotype;measurement
Salmonella,enterica,SRR3664630,Intermediate,GEN,NA,4,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Ground Turkey,USA,NA,phenotype;measurement
Salmonella,enterica,SRR3664630,Intermediate,GEN,NA,4,mg/L,Broth dilution,NA,CLSI,2013,27381390,Ground Turkey,USA,NA,phenotype;measurement
Salmonella,enterica,SRR3664630,Intermediate,GEN,NA,4,mg/L,Broth dilution,NA,CLSI,2013,27381390,Ground Turkey,USA,NA,phenotype;measurement
Salmonella,enterica,SRR3664630,Intermediate,GEN,NA,4,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,Ground Turkey,USA,NA,phenotype;measurement
Pseudomonas,aeruginosa,SRR4019389,Intermediate,CAZ,NA,12,mm,Disk diffusion,KB panel,CLSI,2013,NA,sputum,USA,NA,measurement
Pseudomonas,aeruginosa,SRR4019389,Intermediate,CAZ,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,sputum,USA,NA,measurement
